pattern	constr_id	sent_id	correct_number	form	class	type	prefix	n_attr	punct	freq	len_context	len_prefix	sent
R__VERB_NOUN_CCONJ_VERB	7	7	plur	decides	wrong	generated	You admit the room and	0	False	78	4	5	You admit the room and require development cancer into the revenue . <eos>
L__NOUN_VERB_VERB	16	9	sing	extends	correct	generated	The first percent you recommend whenever you expect on luck	0	False	78	8	10	The first percent you recommend whenever you expect on luck identifies that the blackmail year finally begins out the flood and continues into the site distinction . <eos>
L__NOUN_VERB_VERB	16	9	sing	extend	wrong	generated	The first percent you recommend whenever you expect on luck	0	False	662	8	10	The first percent you recommend whenever you expect on luck identifies that the blackmail year finally begins out the flood and continues into the site distinction . <eos>
L__NOUN_VERB_VERB	15	0	sing	is	correct	original	The only <unk> sign that he shows	1	False	122154	4	7	The only neurological sign that he shows is that he barely drags his toes and sometimes has trouble with his right lead . <eos>
L__NOUN_VERB_VERB	15	0	sing	are	wrong	original	The only <unk> sign that he shows	1	False	55302	4	7	The only neurological sign that he shows is that he barely drags his toes and sometimes has trouble with his right lead . <eos>
L__NOUN_VERB_VERB	13	9	sing	enters	correct	generated	The extensive tragic guidance I have forced	0	False	61	4	7	The extensive tragic guidance I have forced includes that in the supporter of Alliance eight database of the grave is easily started in the surveillance the fashion before the rape , this today tested after the raw debt . <eos>
L__NOUN_VERB_VERB	13	9	sing	enter	wrong	generated	The extensive tragic guidance I have forced	0	False	519	4	7	The extensive tragic guidance I have forced includes that in the supporter of Alliance eight database of the grave is easily started in the surveillance the fashion before the rape , this today tested after the raw debt . <eos>
L__NOUN_VERB_VERB	8	5	plur	extend	correct	generated	The educated massive trends that consistently would pick from sentiment	2	False	662	7	10	The educated massive trends that consistently would pick from sentiment agree rail , loan , technique , trend , corporate route and critical connections of toys and representatives -- healthy as the Poland household . <eos>
L__NOUN_VERB_VERB	8	5	plur	extends	wrong	generated	The educated massive trends that consistently would pick from sentiment	2	False	78	7	10	The educated massive trends that consistently would pick from sentiment agree rail , loan , technique , trend , corporate route and critical connections of toys and representatives -- healthy as the Poland household . <eos>
L__NOUN_VERB_VERB	9	1	plur	include	correct	generated	Irish mountains that certainly would seem	1	False	1360	5	6	Irish mountains that certainly would seem indicate remedies , mouth , Kim pain and some pages of protests . <eos>
L__NOUN_VERB_VERB	9	1	plur	includes	wrong	generated	Irish mountains that certainly would seem	1	False	543	5	6	Irish mountains that certainly would seem indicate remedies , mouth , Kim pain and some pages of protests . <eos>
L__NOUN_VERB_VERB	12	7	sing	includes	correct	generated	The political mistake responses propose there	1	False	543	4	6	The political mistake responses propose there affects prescribe to the supporter . <eos>
L__NOUN_VERB_VERB	12	7	sing	include	wrong	generated	The political mistake responses propose there	1	False	1360	4	6	The political mistake responses propose there affects prescribe to the supporter . <eos>
L__NOUN_VERB_VERB	3	5	sing	suffers	correct	generated	I represent the timetable you changed to me	0	False	54	5	8	I represent the timetable you changed to me becomes to the York Palestine at Iraq ( believed in June ) . <eos>
L__NOUN_VERB_VERB	3	5	sing	suffer	wrong	generated	I represent the timetable you changed to me	0	False	333	5	8	I represent the timetable you changed to me becomes to the York Palestine at Iraq ( believed in June ) . <eos>
L__NOUN_VERB_VERB	4	2	sing	insists	correct	generated	My debt with examining the window preferably	0	False	71	6	7	My debt with examining the window preferably affects , could it be advised that strongly everyone stated the duty would or could assume at any coup , since we suddenly seized Bosnia and Christians and if they took they might have brought a rid hatred ?? <eos>
L__NOUN_VERB_VERB	4	2	sing	insist	wrong	generated	My debt with examining the window preferably	0	False	383	6	7	My debt with examining the window preferably affects , could it be advised that strongly everyone stated the duty would or could assume at any coup , since we suddenly seized Bosnia and Christians and if they took they might have brought a rid hatred ?? <eos>
R__VERB_NOUN_CCONJ_VERB	6	6	sing	wants	correct	generated	It continues the department for table opinion and	0	False	709	7	8	It continues the department for table opinion and goes , “ We are brought that the Palestine should not examine with former - peace requests who pay to settle and ruin separately and apparently in the tensions , shops , and tanks of healthy meantime . ” <eos>
R__VERB_NOUN_CCONJ_VERB	6	6	sing	want	wrong	generated	It continues the department for table opinion and	0	False	5663	7	8	It continues the department for table opinion and goes , “ We are brought that the Palestine should not examine with former - peace requests who pay to settle and ruin separately and apparently in the tensions , shops , and tanks of healthy meantime . ” <eos>
L__NOUN_VERB_VERB	12	3	sing	ensures	correct	generated	The vast transmission flights propose there	1	False	95	4	6	The vast transmission flights propose there appears join to the resume . <eos>
L__NOUN_VERB_VERB	12	3	sing	ensure	wrong	generated	The vast transmission flights propose there	1	False	4348	4	6	The vast transmission flights propose there appears join to the resume . <eos>
L__NOUN_VERB_VERB	14	3	plur	expect	correct	generated	the electrical crimes we require in our guidance	1	False	805	6	8	the electrical crimes we require in our guidance operate ; we manage merit team for easter , teacher policy and compensation - surplus for Lanka . <eos>
L__NOUN_VERB_VERB	14	3	plur	expects	wrong	generated	the electrical crimes we require in our guidance	1	False	86	6	8	the electrical crimes we require in our guidance operate ; we manage merit team for easter , teacher policy and compensation - surplus for Lanka . <eos>
R__VERB_NOUN_CCONJ_VERB	4	8	plur	define	correct	generated	Take me see if you decide any sides or	0	False	442	4	9	Take me see if you decide any sides or carry anything extraordinary . <eos>
R__VERB_NOUN_CCONJ_VERB	4	8	plur	defines	wrong	generated	Take me see if you decide any sides or	0	False	74	4	9	Take me see if you decide any sides or carry anything extraordinary . <eos>
L__NOUN_VERB_VERB	1	4	sing	represents	correct	generated	An unable ownership owned in six	0	False	543	4	6	"An unable ownership owned in six feels there assume seven "" results "" in the East Americans , but educated messages are mostly clearer than this . <eos>"
L__NOUN_VERB_VERB	1	4	sing	represent	wrong	generated	An unable ownership owned in six	0	False	691	4	6	"An unable ownership owned in six feels there assume seven "" results "" in the East Americans , but educated messages are mostly clearer than this . <eos>"
L__NOUN_VERB_VERB	0	5	sing	expects	correct	generated	The territory to propose in protection	0	False	86	5	6	The territory to propose in protection enables that Kurdish Irish bodies and States and slick Cuban grounds are reliable to raise badly slowly conservative to the Israel in Iran than al - Council aspects , and it would be territorial to define one 's artists off the particular background . <eos>
L__NOUN_VERB_VERB	0	5	sing	expect	wrong	generated	The territory to propose in protection	0	False	805	5	6	The territory to propose in protection enables that Kurdish Irish bodies and States and slick Cuban grounds are reliable to raise badly slowly conservative to the Israel in Iran than al - Council aspects , and it would be territorial to define one 's artists off the particular background . <eos>
R__VERB_NOUN_CCONJ_VERB	2	6	plur	reflect	correct	generated	Please continue me compete if you meet any measures or	0	False	482	4	10	Please continue me compete if you meet any measures or develop anything odd . <eos>
R__VERB_NOUN_CCONJ_VERB	2	6	plur	reflects	wrong	generated	Please continue me compete if you meet any measures or	0	False	256	4	10	Please continue me compete if you meet any measures or develop anything odd . <eos>
R__VERB_NOUN_CCONJ_VERB	0	6	plur	represent	correct	generated	Reports describe the accident but	0	False	691	4	5	Reports describe the accident but seek her feasible confirmation and the glass continues . <eos>
R__VERB_NOUN_CCONJ_VERB	0	6	plur	represents	wrong	generated	Reports describe the accident but	0	False	543	4	5	Reports describe the accident but seek her feasible confirmation and the glass continues . <eos>
L__NOUN_VERB_VERB	16	2	sing	operates	correct	generated	The first woman you tell why you anticipate on settlement	0	False	97	8	10	The first woman you tell why you anticipate on settlement adds that the proportion pain finally creates out the behaviour and says into the polluter lesson . <eos>
L__NOUN_VERB_VERB	16	2	sing	operate	wrong	generated	The first woman you tell why you anticipate on settlement	0	False	401	8	10	The first woman you tell why you anticipate on settlement adds that the proportion pain finally creates out the behaviour and says into the polluter lesson . <eos>
R__VERB_NOUN_CCONJ_VERB	6	9	sing	seems	correct	generated	It wants the deadline for jurisdiction airline and	0	False	1316	7	8	It wants the deadline for jurisdiction airline and makes , “ We are paid that the Spain should not undertake with strange - software tensions who remember to tend and prescribe recently and apart in the messages , guidelines , and democrats of violent bombing . ” <eos>
R__VERB_NOUN_CCONJ_VERB	6	9	sing	seem	wrong	generated	It wants the deadline for jurisdiction airline and	0	False	649	7	8	It wants the deadline for jurisdiction airline and makes , “ We are paid that the Spain should not undertake with strange - software tensions who remember to tend and prescribe recently and apart in the messages , guidelines , and democrats of violent bombing . ” <eos>
R__VERB_NOUN_CCONJ_VERB	5	8	plur	demonstrate	correct	generated	If you learn any doubts or	0	False	445	4	6	If you learn any doubts or represent any analysis almost exactly , please put Monday Switzerland at four or Japan Monday at four . <eos>
R__VERB_NOUN_CCONJ_VERB	5	8	plur	demonstrates	wrong	generated	If you learn any doubts or	0	False	254	4	6	If you learn any doubts or represent any analysis almost exactly , please put Monday Switzerland at four or Japan Monday at four . <eos>
